연번,성별,적발횟수,나이,알콜농도,측정일시,관할경찰서
432,남자,1,36,0.069,2020-01-02 21:47,음성경찰서
433,남자,1,34,0.074,2020-01-02 21:52,서울강서경찰서
434,남자,1,48,0.04,2020-01-02 21:53,서울송파경찰서
435,남자,1,54,0.052,2020-01-02 21:53,고양경찰서
436,남자,1,65,0.031,2020-01-02 21:55,전주덕진경찰서
437,남자,1,59,0.067,2020-01-02 21:55,음성경찰서
438,남자,1,65,0.163,2020-01-02 21:56,인천미추홀경찰서
439,남자,1,36,0.043,2020-01-02 21:57,광주경찰서
440,남자,1,38,0.054,2020-01-02 21:58,광주광산경찰서
441,남자,1,55,0.071,2020-01-02 22:01,김천경찰서
442,남자,1,33,0.128,2020-01-02 22:01,보령경찰서
443,남자,1,54,0.077,2020-01-02 22:03,안성경찰서
444,남자,1,50,0.074,2020-01-02 22:04,목포경찰서
445,여자,1,50,0.043,2020-01-02 22:05,괴산경찰서
446,남자,1,33,0.038,2020-01-02 22:06,남양주경찰서
447,남자,1,32,0.125,2020-01-02 22:06,칠곡경찰서
448,남자,1,29,0.047,2020-01-02 22:08,안양동안경찰서
449,남자,1,56,0.044,2020-01-02 22:08,서울영등포경찰서
450,남자,1,47,0.061,2020-01-02 22:11,대전대덕경찰서
451,남자,1,38,0.147,2020-01-02 22:12,광주광산경찰서
452,남자,1,43,0.1,2020-01-02 22:18,의성경찰서
453,남자,1,36,0.082,2020-01-02 22:19,청주흥덕경찰서
454,남자,1,25,0.049,2020-01-02 22:19,광주남부경찰서
455,남자,1,28,0.211,2020-01-02 22:19,오산경찰서
456,남자,1,43,0.039,2020-01-02 22:20,서울구로경찰서
457,남자,1,40,0.151,2020-01-02 22:22,울산남부경찰서
458,남자,1,43,0.184,2020-01-02 22:23,서울강북경찰서
459,남자,1,27,0.115,2020-01-02 22:24,인천부평경찰서
460,남자,1,57,0.077,2020-01-02 22:27,춘천경찰서
461,남자,1,25,0.09,2020-01-02 22:27,대구수성경찰서
462,남자,1,29,0.172,2020-01-02 22:28,서울강서경찰서
463,여자,1,44,0.114,2020-01-02 22:29,인천남동경찰서
464,남자,1,39,0.06,2020-01-02 22:30,광주서부경찰서
465,남자,1,36,0.095,2020-01-02 22:32,의정부경찰서
466,여자,1,48,0.055,2020-01-02 22:33,고양경찰서
467,남자,1,43,0.133,2020-01-02 22:34,대구수성경찰서
468,남자,1,49,0.069,2020-01-02 22:34,청주청원경찰서
469,남자,1,30,0.031,2020-01-02 22:34,서울강북경찰서
470,남자,1,29,0.081,2020-01-02 22:35,대전유성경찰서
471,남자,1,44,0.059,2020-01-02 22:35,안산상록경찰서
472,남자,1,40,0.13,2020-01-02 22:35,인천연수경찰서
473,여자,1,39,0.041,2020-01-02 22:36,구리경찰서
474,남자,1,39,측정거부,2020-01-02 22:38,부산사상경찰서
475,남자,1,51,0.139,2020-01-02 22:39,의왕경찰서
476,남자,1,54,0.182,2020-01-02 22:39,남양주경찰서
477,남자,1,38,0.139,2020-01-02 22:40,광주광산경찰서
478,남자,1,34,0.033,2020-01-02 22:40,서울수서경찰서
479,여자,1,29,0.107,2020-01-02 22:42,구미경찰서
480,남자,1,58,0.095,2020-01-02 22:43,김제경찰서
481,남자,1,43,0.045,2020-01-02 22:43,광주북부경찰서
482,남자,1,44,0.06,2020-01-02 22:43,서울관악경찰서
483,여자,1,31,0.053,2020-01-02 22:43,수원서부경찰서
484,남자,1,39,0.038,2020-01-02 22:46,수원서부경찰서
485,남자,1,33,0.075,2020-01-02 22:49,부산서부경찰서
486,남자,1,26,0.059,2020-01-02 22:50,광주광산경찰서
487,남자,1,19,0.106,2020-01-02 22:51,김포경찰서
488,남자,1,54,0.138,2020-01-02 22:52,서울금천경찰서
489,남자,1,29,0.051,2020-01-02 22:53,청주흥덕경찰서
490,남자,1,26,0.061,2020-01-02 22:55,파주경찰서
491,여자,1,29,0.101,2020-01-02 22:55,성남수정경찰서
492,남자,1,37,0.068,2020-01-02 22:56,안양동안경찰서
493,남자,1,26,0.092,2020-01-02 22:56,수원남부경찰서
494,여자,1,53,0.05,2020-01-02 22:56,대전유성경찰서
495,남자,1,28,0.108,2020-01-02 22:56,서울영등포경찰서
496,남자,1,47,0.08,2020-01-02 22:57,부산연제경찰서
497,남자,1,44,0.124,2020-01-02 22:57,진천경찰서
498,남자,1,49,0.142,2020-01-02 22:58,광주경찰서
499,남자,1,34,0.124,2020-01-02 23:00,시흥경찰서
500,여자,1,39,0.073,2020-01-02 23:04,광주북부경찰서
501,남자,1,27,0.049,2020-01-02 23:06,인천삼산경찰서
502,남자,1,26,0.072,2020-01-02 23:08,광주남부경찰서
503,남자,1,48,0.096,2020-01-02 23:08,광주서부경찰서
504,남자,1,42,0.083,2020-01-02 23:08,김해서부경찰서
505,여자,1,40,0.131,2020-01-02 23:11,대전유성경찰서
506,남자,1,47,0.147,2020-01-02 23:11,김해서부경찰서
507,남자,1,63,0.14,2020-01-02 23:11,울산중부경찰서
508,남자,1,28,0.236,2020-01-02 23:13,서울마포경찰서
509,남자,1,38,0.167,2020-01-02 23:14,진천경찰서
510,남자,1,28,0.06,2020-01-02 23:17,김포경찰서
511,남자,1,38,0.142,2020-01-02 23:20,강릉경찰서
512,남자,1,35,0.113,2020-01-02 23:21,김해서부경찰서
513,남자,1,29,0.078,2020-01-02 23:22,이천경찰서
514,남자,1,45,0.194,2020-01-02 23:22,안산단원경찰서
515,남자,1,48,0.082,2020-01-02 23:24,서울광진경찰서
516,남자,1,59,측정거부,2020-01-02 23:25,나주경찰서
517,남자,1,53,0.086,2020-01-02 23:25,대전둔산경찰서
518,여자,1,40,0.097,2020-01-02 23:27,서울강남경찰서
519,남자,1,42,0.12,2020-01-02 23:28,안동경찰서
520,남자,1,25,0.154,2020-01-02 23:29,화성서부경찰서
521,남자,1,37,0.049,2020-01-02 23:32,안산단원경찰서
522,남자,1,30,0.11,2020-01-02 23:32,순천경찰서
523,남자,1,28,0.079,2020-01-02 23:34,인천중부경찰서
524,남자,1,27,0.063,2020-01-02 23:36,용인서부경찰서
525,남자,1,38,0.074,2020-01-02 23:37,수원중부경찰서
526,남자,1,28,0.163,2020-01-02 23:39,천안서북경찰서
527,남자,1,43,0.075,2020-01-02 23:40,남양주경찰서
528,여자,1,26,0.049,2020-01-02 23:44,수원남부경찰서
529,남자,1,39,0.147,2020-01-02 23:44,거제경찰서
530,남자,1,49,0.042,2020-01-02 23:44,인천미추홀경찰서
531,남자,1,50,0.163,2020-01-02 23:44,의왕경찰서
532,남자,1,27,0.135,2020-01-02 23:44,여주경찰서
533,남자,1,32,0.182,2020-01-02 23:45,서울종로경찰서
534,여자,1,37,0.046,2020-01-02 23:46,인천남동경찰서
535,남자,1,46,0.058,2020-01-02 23:47,대구달서경찰서
536,여자,1,47,0.135,2020-01-02 23:49,천안서북경찰서
537,남자,1,52,0.114,2020-01-02 23:49,수원남부경찰서
538,여자,1,29,0.14,2020-01-02 23:49,칠곡경찰서
539,남자,1,44,0.114,2020-01-02 23:55,안성경찰서
540,남자,1,29,0.061,2020-01-02 23:59,순천경찰서
541,남자,1,41,0.053,2020-01-03 0:03,일산서부경찰서
542,남자,1,24,0.067,2020-01-03 0:07,인천미추홀경찰서
543,남자,1,24,0.052,2020-01-03 0:09,대구서부경찰서
544,남자,1,27,0.12,2020-01-03 0:10,여수경찰서
545,남자,1,19,0.079,2020-01-03 0:10,서울방배경찰서
546,남자,1,41,0.045,2020-01-03 0:10,인천논현경찰서
547,남자,1,37,측정거부,2020-01-03 0:12,의정부경찰서
548,남자,1,27,0.064,2020-01-03 0:13,서귀포경찰서
549,남자,1,42,0.058,2020-01-03 0:14,공주경찰서
550,남자,1,54,0.066,2020-01-03 0:14,인천미추홀경찰서
551,남자,1,28,0.139,2020-01-03 0:14,완주경찰서
552,남자,1,35,0.136,2020-01-03 0:14,서산경찰서
553,남자,1,27,0.169,2020-01-03 0:17,평택경찰서
554,남자,1,47,0.098,2020-01-03 0:19,서울구로경찰서
555,남자,1,48,0.18,2020-01-03 0:23,화성서부경찰서
556,여자,1,41,0.13,2020-01-03 0:24,시흥경찰서
557,남자,1,41,0.068,2020-01-03 0:25,서귀포경찰서
558,남자,1,35,0.117,2020-01-03 0:25,여수경찰서
559,남자,1,53,0.078,2020-01-03 0:26,대전둔산경찰서
560,남자,1,42,0.122,2020-01-03 0:30,포항북부경찰서
561,남자,1,39,0.153,2020-01-03 0:37,서울수서경찰서
562,여자,1,46,0.109,2020-01-03 0:41,포항북부경찰서
563,여자,1,42,0.179,2020-01-03 0:42,경주경찰서
564,여자,1,30,0.108,2020-01-03 0:42,서산경찰서
565,남자,1,38,0.135,2020-01-03 0:44,구미경찰서
566,여자,1,39,0.07,2020-01-03 0:46,부산강서경찰서
567,남자,1,51,0.066,2020-01-03 0:52,김해중부경찰서
568,남자,1,40,0.187,2020-01-03 0:52,서울성동경찰서
569,여자,1,46,0.052,2020-01-03 0:58,양산경찰서
570,남자,1,34,0.107,2020-01-03 0:58,시흥경찰서
571,남자,1,24,0.104,2020-01-03 0:59,대구성서경찰서
572,남자,1,46,0.04,2020-01-03 0:59,구미경찰서
573,남자,1,38,0.097,2020-01-03 1:01,용인동부경찰서
574,남자,1,31,0.099,2020-01-03 1:02,대전유성경찰서
575,남자,1,48,0.119,2020-01-03 1:02,포항북부경찰서
576,남자,1,26,0.139,2020-01-03 1:13,화성동탄경찰서
577,여자,1,41,0.049,2020-01-03 1:20,광명경찰서
578,여자,1,30,0.103,2020-01-03 1:21,김해중부경찰서
579,남자,1,28,0.128,2020-01-03 1:24,부산진경찰서
580,여자,1,40,0.03,2020-01-03 1:29,서울강동경찰서
581,남자,1,32,0.237,2020-01-03 1:33,화성동탄경찰서
582,여자,1,28,0.066,2020-01-03 1:35,서울동작경찰서
583,남자,1,43,0.07,2020-01-03 1:39,부천소사경찰서
584,남자,1,40,0.084,2020-01-03 1:41,평택경찰서
585,남자,1,43,0.108,2020-01-03 1:42,광명경찰서
586,남자,1,43,0.15,2020-01-03 1:42,마산동부경찰서
587,남자,1,30,0.115,2020-01-03 1:43,용인동부경찰서
588,남자,1,55,0.162,2020-01-03 1:44,청주상당경찰서
589,여자,1,41,0.097,2020-01-03 1:44,부산기장경찰서
590,남자,1,27,0.194,2020-01-03 1:48,대구달성경찰서
591,남자,1,58,0.122,2020-01-03 1:48,부산북부경찰서
592,남자,1,21,0.147,2020-01-03 1:51,파주경찰서
593,남자,1,46,0.116,2020-01-03 1:52,서울강남경찰서
594,남자,1,37,0.119,2020-01-03 1:55,세종경찰서
595,여자,1,42,0.098,2020-01-03 1:57,울산중부경찰서
596,여자,1,41,0.135,2020-01-03 1:58,마산동부경찰서
597,남자,1,59,0.241,2020-01-03 2:00,화성동탄경찰서
598,남자,1,21,0.137,2020-01-03 2:02,포천경찰서
599,남자,1,26,0.1,2020-01-03 2:03,김포경찰서
600,남자,1,48,0.151,2020-01-03 2:12,대전동부경찰서
601,남자,1,47,0.078,2020-01-03 2:15,순천경찰서
602,남자,1,36,0.098,2020-01-03 2:17,대구강북경찰서
603,남자,1,35,0.076,2020-01-03 2:21,전주덕진경찰서
604,남자,1,29,0.063,2020-01-03 2:24,대구남부경찰서
605,남자,1,30,0.075,2020-01-03 2:31,화성동탄경찰서
606,남자,1,49,0.098,2020-01-03 2:37,대전유성경찰서
607,남자,1,48,측정거부,2020-01-03 2:40,김천경찰서
608,남자,1,18,0.046,2020-01-03 2:47,포항북부경찰서
609,남자,1,22,0.047,2020-01-03 2:49,대구강북경찰서
610,남자,1,35,0.098,2020-01-03 2:56,용인동부경찰서
611,남자,1,39,0.048,2020-01-03 3:05,제천경찰서
612,남자,1,28,0.161,2020-01-03 3:07,대전대덕경찰서
613,남자,1,44,0.094,2020-01-03 3:10,천안서북경찰서
614,남자,1,46,0.154,2020-01-03 3:12,화성동탄경찰서
615,남자,1,38,0.096,2020-01-03 3:13,의정부경찰서
616,여자,1,49,0.085,2020-01-03 3:21,서울마포경찰서
617,남자,1,23,0.085,2020-01-03 3:21,삼척경찰서
618,남자,1,26,0.124,2020-01-03 3:22,일산동부경찰서
619,남자,1,43,0.11,2020-01-03 3:23,경주경찰서
620,남자,1,33,0.14,2020-01-03 3:23,화성서부경찰서
621,남자,1,34,0.169,2020-01-03 3:27,의정부경찰서
622,남자,1,36,0.128,2020-01-03 3:34,부산동래경찰서
623,남자,1,39,0.071,2020-01-03 3:35,진천경찰서
624,남자,1,34,0.123,2020-01-03 3:41,평택경찰서
625,남자,1,20,0.143,2020-01-03 3:47,서울관악경찰서
626,남자,1,31,0.124,2020-01-03 3:49,광주광산경찰서
627,남자,1,47,0.127,2020-01-03 3:53,수원중부경찰서
628,남자,1,27,0.03,2020-01-03 3:55,부천오정경찰서
629,남자,1,32,0.101,2020-01-03 4:01,서울송파경찰서
630,남자,1,23,0.169,2020-01-03 4:04,인천서부경찰서
631,여자,1,55,0.068,2020-01-03 4:16,영광경찰서
632,남자,1,24,0.121,2020-01-03 4:25,원주경찰서
633,남자,1,39,0.101,2020-01-03 4:27,대전서부경찰서
634,여자,1,34,0.161,2020-01-03 4:27,대전유성경찰서
635,남자,1,22,0.068,2020-01-03 4:33,대전둔산경찰서
636,남자,1,25,측정거부,2020-01-03 4:35,고양경찰서
637,남자,1,24,0.175,2020-01-03 4:44,평창경찰서
638,남자,1,45,0.14,2020-01-03 4:52,광주서부경찰서
639,남자,1,23,0.054,2020-01-03 4:55,여수경찰서
640,남자,1,35,0.135,2020-01-03 5:00,서울영등포경찰서
641,여자,1,27,0.153,2020-01-03 5:03,서울동작경찰서
642,남자,1,22,0.051,2020-01-03 5:15,광주광산경찰서
643,남자,1,42,0.085,2020-01-03 5:15,창원중부경찰서
644,남자,1,18,0.058,2020-01-03 5:20,서울강동경찰서
645,남자,1,51,0.052,2020-01-03 5:21,인천서부경찰서
646,남자,1,35,0.088,2020-01-03 5:26,청주흥덕경찰서
647,여자,1,37,0.136,2020-01-03 5:31,화성서부경찰서
648,남자,1,23,0.127,2020-01-03 5:31,화성서부경찰서
649,남자,1,39,0.117,2020-01-03 5:32,서울송파경찰서
650,남자,1,39,0.1,2020-01-03 5:42,아산경찰서
651,남자,1,46,0.073,2020-01-03 5:49,서울노원경찰서
652,남자,1,33,0.138,2020-01-03 5:49,수원중부경찰서
653,남자,1,55,0.09,2020-01-03 5:53,천안서북경찰서
654,남자,1,29,0.125,2020-01-03 5:56,용인동부경찰서
655,남자,1,59,0.134,2020-01-03 6:10,서울강동경찰서
656,남자,1,58,0.053,2020-01-03 6:27,부산금정경찰서
657,여자,1,32,0.152,2020-01-03 6:31,부안경찰서
658,남자,1,25,0.122,2020-01-03 6:37,광주광산경찰서
659,남자,1,44,0.035,2020-01-03 6:46,창원서부경찰서
660,남자,1,38,0.106,2020-01-03 6:47,인천서부경찰서
661,남자,1,56,0.064,2020-01-03 6:56,창원서부경찰서
662,남자,1,56,0.091,2020-01-03 6:59,광양경찰서
663,남자,1,55,0.049,2020-01-03 7:02,창원서부경찰서
664,남자,1,54,0.056,2020-01-03 7:03,광양경찰서
665,남자,1,49,0.089,2020-01-03 7:08,창원중부경찰서
666,남자,1,37,0.047,2020-01-03 7:18,창원중부경찰서
667,남자,1,39,0.137,2020-01-03 7:20,용인동부경찰서
668,남자,1,41,0.319,2020-01-03 7:25,청주상당경찰서
669,여자,1,38,0.082,2020-01-03 7:27,울산남부경찰서
670,남자,1,50,0.051,2020-01-03 7:35,창원중부경찰서
671,남자,1,44,0.068,2020-01-03 7:35,천안서북경찰서
672,남자,1,19,0.146,2020-01-03 7:37,서울영등포경찰서
673,남자,1,31,0.116,2020-01-03 7:50,서울송파경찰서
674,남자,1,49,0.088,2020-01-03 7:54,경주경찰서
675,남자,1,58,0.06,2020-01-03 7:58,하남경찰서
676,남자,1,22,0.126,2020-01-03 7:58,평창경찰서
677,남자,1,58,0.048,2020-01-03 8:52,영주경찰서
678,남자,1,38,0.057,2020-01-03 9:18,인천중부경찰서
679,남자,1,31,0.047,2020-01-03 9:29,충주경찰서
680,남자,1,37,0.058,2020-01-03 9:48,서울수서경찰서
681,남자,1,46,0.037,2020-01-03 9:57,하남경찰서
682,여자,1,25,0.067,2020-01-03 10:01,천안서북경찰서
683,남자,1,28,0.182,2020-01-03 10:46,서울수서경찰서
684,남자,1,19,0.034,2020-01-03 10:47,칠곡경찰서
685,남자,1,30,0.063,2020-01-03 10:55,정읍경찰서
686,남자,1,49,0.127,2020-01-03 11:12,양산경찰서
687,남자,1,53,0.175,2020-01-03 11:24,공주경찰서
688,남자,1,30,0.116,2020-01-03 11:31,용인동부경찰서
689,남자,1,65,0.078,2020-01-03 14:09,진주경찰서
690,남자,1,28,0.072,2020-01-03 14:28,고흥경찰서
691,남자,1,43,0.039,2020-01-03 14:30,정읍경찰서
692,여자,1,61,0.046,2020-01-03 14:47,진주경찰서
693,남자,1,32,0.036,2020-01-03 15:01,마산중부경찰서
694,남자,1,60,0.073,2020-01-03 15:04,인천논현경찰서
695,남자,1,42,0.2,2020-01-03 15:05,서울강남경찰서
696,남자,1,49,0.08,2020-01-03 15:10,마산동부경찰서
697,남자,1,51,0.05,2020-01-03 15:35,대구동부경찰서
698,남자,1,78,측정거부,2020-01-03 15:46,청도경찰서
699,남자,1,60,0.132,2020-01-03 16:03,서산경찰서
700,여자,1,68,0.123,2020-01-03 16:05,대전동부경찰서
701,남자,1,66,측정거부,2020-01-03 16:30,평창경찰서
702,남자,1,73,0.043,2020-01-03 16:38,전주덕진경찰서
703,남자,1,45,0.149,2020-01-03 16:41,경주경찰서
704,남자,1,57,0.044,2020-01-03 17:15,인천강화경찰서
705,남자,1,80,0.139,2020-01-03 17:19,홍성경찰서
706,남자,1,84,0.088,2020-01-03 17:47,안동경찰서
707,남자,1,62,0.145,2020-01-03 17:49,아산경찰서
708,남자,1,52,0.075,2020-01-03 18:02,대구북부경찰서
709,남자,1,51,0.168,2020-01-03 18:18,남양주경찰서
710,남자,1,59,0.059,2020-01-03 18:20,산청경찰서
711,여자,1,52,0.047,2020-01-03 18:56,성남중원경찰서
712,남자,1,53,0.05,2020-01-03 19:14,양주경찰서
713,남자,1,62,0.113,2020-01-03 19:59,장성경찰서
714,남자,1,61,0.044,2020-01-03 20:02,순천경찰서
715,남자,1,49,0.072,2020-01-03 20:02,하동경찰서
716,남자,1,62,0.225,2020-01-03 20:08,대구동부경찰서
717,남자,1,51,0.074,2020-01-03 20:12,제주서부경찰서
718,남자,1,50,0.174,2020-01-03 20:14,시흥경찰서
719,남자,1,49,0.065,2020-01-03 20:15,김해서부경찰서
720,남자,1,46,0.044,2020-01-03 20:20,논산경찰서
721,여자,1,51,0.047,2020-01-03 20:24,진주경찰서
722,남자,1,39,0.095,2020-01-03 20:28,광명경찰서
723,남자,1,31,0.117,2020-01-03 20:28,부천오정경찰서
724,남자,1,67,0.124,2020-01-03 20:30,나주경찰서
725,남자,1,51,0.103,2020-01-03 20:31,익산경찰서
726,남자,1,41,0.066,2020-01-03 20:32,안성경찰서
727,남자,1,45,0.09,2020-01-03 20:35,영광경찰서
728,남자,1,57,0.052,2020-01-03 20:36,김제경찰서
729,남자,1,49,0.104,2020-01-03 20:38,전주완산경찰서
730,여자,1,38,0.063,2020-01-03 20:38,서울관악경찰서
731,남자,1,46,0.077,2020-01-03 20:39,아산경찰서
732,남자,1,61,0.071,2020-01-03 20:40,울산남부경찰서
733,남자,1,34,0.185,2020-01-03 20:42,부천원미경찰서
734,남자,1,60,0.122,2020-01-03 20:49,부산금정경찰서
735,남자,1,56,0.149,2020-01-03 20:52,대전중부경찰서
736,여자,1,44,0.041,2020-01-03 20:55,하남경찰서
737,남자,1,63,0.124,2020-01-03 20:55,보성경찰서
738,남자,1,53,0.149,2020-01-03 20:56,천안서북경찰서
739,남자,1,32,0.045,2020-01-03 20:56,평택경찰서
740,여자,1,48,0.049,2020-01-03 20:59,마산중부경찰서
741,남자,1,29,0.075,2020-01-03 21:04,광명경찰서
742,여자,1,54,0.054,2020-01-03 21:05,나주경찰서
743,남자,1,39,0.05,2020-01-03 21:10,영광경찰서
744,남자,1,50,0.079,2020-01-03 21:12,경산경찰서
745,남자,1,21,0.041,2020-01-03 21:15,제주동부경찰서
746,남자,2,34,0.135,2020-01-03 21:16,부천원미경찰서
747,남자,1,32,0.063,2020-01-03 21:19,창원서부경찰서
748,남자,1,44,0.048,2020-01-03 21:20,남양주경찰서
749,남자,1,30,0.052,2020-01-03 21:21,속초경찰서
750,남자,1,49,0.074,2020-01-03 21:23,포천경찰서
751,남자,1,28,0.044,2020-01-03 21:24,제주서부경찰서
752,남자,1,53,측정거부,2020-01-03 21:27,서귀포경찰서
753,남자,1,47,0.058,2020-01-03 21:29,경주경찰서
754,남자,1,52,0.042,2020-01-03 21:31,춘천경찰서
755,남자,1,61,0.111,2020-01-03 21:31,안산단원경찰서
756,남자,1,31,0.047,2020-01-03 21:32,부산기장경찰서
757,남자,1,42,0.047,2020-01-03 21:32,완주경찰서
758,남자,1,50,0.062,2020-01-03 21:36,거창경찰서
759,남자,1,49,0.073,2020-01-03 21:40,괴산경찰서
760,남자,1,61,0.043,2020-01-03 21:43,부산중부경찰서
761,남자,1,39,0.041,2020-01-03 21:44,양산경찰서
762,남자,1,29,0.056,2020-01-03 21:49,진주경찰서
763,남자,1,47,0.043,2020-01-03 21:49,청주상당경찰서
764,남자,1,40,0.077,2020-01-03 21:52,구미경찰서
765,남자,1,48,0.04,2020-01-03 21:52,이천경찰서
766,남자,1,32,0.099,2020-01-03 21:53,진해경찰서
767,남자,1,42,0.082,2020-01-03 21:55,인천남동경찰서
768,남자,1,35,0.045,2020-01-03 21:58,서울마포경찰서
769,남자,1,31,0.136,2020-01-03 21:59,제주동부경찰서
770,남자,1,40,0.065,2020-01-03 22:00,광양경찰서
771,남자,1,39,0.167,2020-01-03 22:01,부산사하경찰서
772,남자,1,31,0.118,2020-01-03 22:02,인천중부경찰서
773,남자,1,50,0.154,2020-01-03 22:03,일산동부경찰서
774,남자,1,34,0.064,2020-01-03 22:05,여수경찰서
775,남자,1,58,0.047,2020-01-03 22:05,부산금정경찰서
776,남자,1,37,0.078,2020-01-03 22:05,광양경찰서
